match_url,home_team,away_team,home_players,away_players,result,goal_scorers_home,goal_scorers_away
https://footballia.eu/matches/atletico-de-madrid-fc-barcelona-liga-1-division-2009-2010,Atlético de Madrid,FC Barcelona,"['De Gea', 'A. López', 'Tiago', 'Forlán', 'Agüero', 'P. Assunção', 'Ujfaluši', 'Domínguez', 'Reyes', 'Simão', 'Perea', 'Quique', 'Valera', 'Jurado', 'Baldé']","['Víctor Valdés', 'Puyol', 'Xavi', 'Iniesta', 'Ibrahimović', 'Messi', 'Keita', 'Busquets', 'Milito', 'Maxwell', 'Jeffrén', 'Guardiola', 'Bojan', 'Pedro', 'Bartra']",2 : 1,"['Diego Martín Forlán Corazo', 'Simão Pedro Fonseca Sabrosa']",['Zlatan Ibrahimović']
https://footballia.eu/matches/fc-barcelona-racing-de-santander-liga-1-division-2009-2010,FC Barcelona,Racing de Santander,"['Víctor Valdés', 'Piqué', 'Márquez', 'Puyol', 'Iniesta', 'Messi', 'Bojan', 'Henry', 'Busquets', 'Maxwell', 'Touré', 'Guardiola', 'Pedro', 'Chygrynskyi', 'Thiago']","['Coltorti', 'Henrique', 'Oriol', 'Lacen', 'Crespo', 'Ó. Serrano', 'Xisco', 'Torrejón', 'Diop', 'Toni Moral', 'Canales', 'Portugal', 'Arana', 'Luis García', 'Luisma']",4 : 0,"['Andrés Iniesta Luján', 'Thierry Daniel Henry', 'Rafael Márquez Álvarez', 'Thiago Alcântara do Nascimento']",[]
https://footballia.eu/matches/vfb-stuttgart-fc-barcelona,VfB Stuttgart,FC Barcelona,"['Lehmann', 'Molinaro', 'Taşçı', 'Gebhart', 'Delpierre', 'Cacau', 'Hleb', 'Celozzi', 'Khedira', 'Pogrebnyak', 'Träsch', 'Gross', 'Marica', 'Rudy', 'Kuzmanović']","['Víctor Valdés', 'Piqué', 'Márquez', 'Puyol', 'Xavi', 'Iniesta', 'Ibrahimović', 'Messi', 'Busquets', 'Maxwell', 'Touré', 'Guardiola', 'Henry', 'Milito']",1 : 1,['Claudemir Jerônimo Barreto'],['Zlatan Ibrahimović']
https://footballia.eu/matches/fc-barcelona-malaga-cf-liga-1-division-2009-2010,FC Barcelona,Málaga CF,"['Víctor Valdés', 'Daniel Alves', 'Piqué', 'Puyol', 'Xavi', 'Iniesta', 'Ibrahimović', 'Messi', 'Busquets', 'Pedro', 'Maxwell', 'Guardiola', 'Bojan']","['Munúa', 'Weligton', 'Manu Torres', 'Baha', 'Fernando', 'Stepanov', 'Duda', 'Obinna', 'M. Gaspar', 'Juanito', 'Toribio', 'Muñiz', 'Forestieri', 'Valdo', 'Edu Ramos']",2 : 1,"['Pedro Rodríguez Ledesma', 'Lionel (Leo) Andrés Messi']",['Valmiro Lopes Rocha']
https://footballia.eu/matches/ud-almeria-fc-barcelona-liga-1-division-2009-2010,UD Almería,FC Barcelona,"['Diego Alves', 'Pellerano', 'Guilherme', 'Chico', 'Cisma', 'Crusat', 'Piatti', 'Ortiz', ""M'Bami"", 'Soriano', 'Bernardello', 'Lillo', 'Uche', 'Ortiz', 'Goitom']","['Víctor Valdés', 'Daniel Alves', 'Puyol', 'Xavi', 'Iniesta', 'Ibrahimović', 'Messi', 'Pedro', 'Milito', 'Maxwell', 'Touré', 'Guardiola', 'Busquets']",2 : 2,"['Domingo Cisma González', 'Carles Puyol Saforcada']","['Lionel (Leo) Andrés Messi', 'Lionel (Leo) Andrés Messi']"
https://footballia.eu/matches/fc-barcelona-valencia-cf-liga-1-division-2009-2010,FC Barcelona,Valencia CF,"['Víctor Valdés', 'Daniel Alves', 'Piqué', 'Xavi', 'Iniesta', 'Messi', 'Bojan', 'Busquets', 'Pedro', 'Milito', 'Maxwell', 'Guardiola', 'Henry', 'Jeffrén', 'Touré']","['César', 'Bruno', 'Maduro', 'Albelda', 'Dealbert', 'P. Hernández', 'Silva', 'Miguel', 'Banega', 'Domínguez', 'Jordi Alba', 'Emery', 'Baraja', 'Žigić', 'M. Fernandes']",3 : 0,"['Lionel (Leo) Andrés Messi', 'Lionel (Leo) Andrés Messi', 'Lionel (Leo) Andrés Messi']",[]
https://footballia.eu/matches/fc-barcelona-vfb-stuttgart,FC Barcelona,VfB Stuttgart,"['Víctor Valdés', 'Daniel Alves', 'Piqué', 'Puyol', 'Iniesta', 'Messi', 'Henry', 'Busquets', 'Pedro', 'Maxwell', 'Touré', 'Guardiola', 'Ibrahimović', 'Bojan', 'Milito']","['Lehmann', 'Molinaro', 'Niedermeier', 'Delpierre', 'Cacau', 'Hleb', 'Celozzi', 'Khedira', 'Pogrebnyak', 'Kuzmanović', 'Träsch', 'Gross', 'Marica', 'Gebhart']",4 : 0,"['Lionel (Leo) Andrés Messi', 'Pedro Rodríguez Ledesma', 'Lionel (Leo) Andrés Messi', 'Bojan Krkić Pérez']",[]
https://footballia.eu/matches/real-zaragoza-fc-barcelona-liga-1-division,Real Zaragoza,FC Barcelona,"['Roberto', 'Diogo', 'Contini', 'A. Herrera', 'Edmílson', 'Gabi', 'Eliseu', 'Arizmendi', 'Jarošík', 'Ponzio', 'Suazo', 'Gay', 'Colunga', 'Pennant', 'Lafita']","['Víctor Valdés', 'Daniel Alves', 'Piqué', 'Ibrahimović', 'Messi', 'Keita', 'Busquets', 'Pedro', 'Milito', 'Maxwell', 'Touré', 'Guardiola', 'Márquez', 'Puyol', 'Iniesta']",2 : 4,"['Adrián Colunga Pérez', 'Adrián Colunga Pérez']","['Lionel (Leo) Andrés Messi', 'Lionel (Leo) Andrés Messi', 'Lionel (Leo) Andrés Messi', 'Zlatan Ibrahimović']"
https://footballia.eu/matches/fc-barcelona-ca-osasuna-liga-1-division-2009-2010,FC Barcelona,CA Osasuna,"['Víctor Valdés', 'Daniel Alves', 'Puyol', 'Iniesta', 'Ibrahimović', 'Messi', 'Henry', 'Busquets', 'Milito', 'Maxwell', 'Touré', 'Guardiola', 'Bojan', 'Keita', 'Pedro']","['Ricardo', 'Azpilicueta', 'Monreal', 'M. Flaño', 'Nekounam', 'Masoud', 'Puñal', 'Juanfran', 'Josetxo', 'Camuñas', 'Vadócz', 'Camacho', 'Galán', 'Calleja', 'Rúper']",2 : 0,"['Zlatan Ibrahimović', 'Bojan Krkić Pérez']",[]
https://footballia.eu/matches/rcd-mallorca-fc-barcelona-liga-1-division-2009-2010,RCD Mallorca,FC Barcelona,"['Aouate', 'Mattioni', 'Ramis', 'M. Suárez', 'Castro', 'Nunes', 'Ayoze', 'Casadesús', 'Martí', 'Aduriz', 'Borja Valero', 'Manzano', 'Webó', 'J. Álvarez', 'Keita']","['Víctor Valdés', 'Daniel Alves', 'Puyol', 'Iniesta', 'Ibrahimović', 'Keita', 'Pedro', 'Milito', 'Maxwell', 'Jeffrén', 'Touré', 'Guardiola', 'Xavi', 'Messi', 'J. dos Santos']",0 : 1,[],['Zlatan Ibrahimović']
https://footballia.eu/matches/arsenal-fc-fc-barcelona-champions-league,Arsenal FC,FC Barcelona,"['Almunia', 'Diaby', 'Sagna', 'Fàbregas', 'Vermaelen', 'Nasri', 'Gallas', 'Song', 'Clichy', 'Arshavin', 'Bendtner', 'Wenger', 'Walcott', 'Denílson', 'Eboué']","['Víctor Valdés', 'Daniel Alves', 'Piqué', 'Puyol', 'Xavi', 'Ibrahimović', 'Messi', 'Keita', 'Busquets', 'Pedro', 'Maxwell', 'Guardiola', 'Henry', 'Milito']",2 : 2,"['Theo James Walcott', 'Francesc (Cesc) Fàbregas Soler']","['Zlatan Ibrahimović', 'Zlatan Ibrahimović']"
https://footballia.eu/matches/fc-barcelona-athletic-de-bilbao-liga-1-division-2009-2010,FC Barcelona,Athletic de Bilbao,"['Víctor Valdés', 'Piqué', 'Puyol', 'Messi', 'Bojan', 'Busquets', 'Maxwell', 'Jeffrén', 'Chygrynskyi', 'Abidal', 'Touré', 'Guardiola', 'Xavi', 'Pedro', 'J. dos Santos']","['Iraizoz', 'Koikili', 'Amorebieta', 'David López', 'Llorente', 'Gabilondo', 'San José', 'Susaeta', 'Iraola', 'Gurpegi', 'Javi Martínez', 'Caparrós', 'Toquero', 'Yeste', 'Iturraspe']",4 : 1,"['Jeffrén Suárez Bermúdez', 'Bojan Krkić Pérez', 'Bojan Krkić Pérez', 'Lionel (Leo) Andrés Messi']",['Markel Susaeta Laskurain']
https://footballia.eu/matches/fc-barcelona-arsenal-fc-champions-league,FC Barcelona,Arsenal FC,"['Víctor Valdés', 'Daniel Alves', 'Márquez', 'Xavi', 'Messi', 'Bojan', 'Keita', 'Busquets', 'Pedro', 'Milito', 'Abidal', 'Guardiola', 'Iniesta', 'Maxwell', 'Touré']","['Almunia', 'Diaby', 'Sagna', 'Vermaelen', 'Rosický', 'Nasri', 'Walcott', 'Denílson', 'Silvestre', 'Clichy', 'Bendtner', 'Wenger', 'Eduardo', 'Eboué']",4 : 1,"['Lionel (Leo) Andrés Messi', 'Lionel (Leo) Andrés Messi', 'Lionel (Leo) Andrés Messi', 'Lionel (Leo) Andrés Messi']",['Nicklas Bendtner']
https://footballia.eu/matches/real-madrid-fc-barcelona-liga-1-division-2009-2010,Real Madrid,FC Barcelona,"['Casillas', 'Arbeloa', 'S. Ramos', 'Gago', 'C. Ronaldo', 'Marcelo', 'Albiol', 'Garay', 'Higuaín', 'Xabi Alonso', 'Van der Vaart', 'Pellegrini', 'Raúl', 'Benzema', 'Guti']","['Víctor Valdés', 'Daniel Alves', 'Piqué', 'Puyol', 'Xavi', 'Messi', 'Keita', 'Busquets', 'Pedro', 'Milito', 'Maxwell', 'Guardiola', 'Márquez', 'Iniesta']",0 : 2,[],"['Lionel (Leo) Andrés Messi', 'Pedro Rodríguez Ledesma']"
https://footballia.eu/matches/fc-barcelona-deportivo-de-la-coruna-liga-1-division-2009-2010,FC Barcelona,Deportivo de La Coruña,"['Víctor Valdés', 'Daniel Alves', 'Piqué', 'Márquez', 'Xavi', 'Messi', 'Bojan', 'Pedro', 'Maxwell', 'Jeffrén', 'Touré', 'Guardiola', 'Henry', 'Keita', 'Busquets']","['Aranzubia', 'Manuel Pablo', 'Piscu', 'Lopo', 'Sergio', 'Riki', 'P. Álvarez', 'Laure', 'A. Tomás', 'Guardado', 'J. Rodríguez', 'Lotina', 'Lassad', 'Iván Pérez', 'J. Domínguez']",3 : 0,"['Bojan Krkić Pérez', 'Pedro Rodríguez Ledesma', 'Gnégnéry Yaya Touré']",[]
https://footballia.eu/matches/rcd-espanyol-fc-barcelona-liga-1-division-2009-2010,RCD Espanyol,FC Barcelona,"['Kameni', 'Chica', 'Callejón', 'Luis García', 'Verdú', 'Pareja', 'Osvaldo', 'Forlín', 'Víctor Ruiz', 'Dídac Vilà', 'Baena', 'Pochettino', 'Sahar', 'I. Alonso']","['Víctor Valdés', 'Daniel Alves', 'Piqué', 'Puyol', 'Xavi', 'Messi', 'Busquets', 'Pedro', 'Milito', 'Maxwell', 'Touré', 'Guardiola', 'Ibrahimović', 'Henry', 'Keita']",0 : 0,[],[]
https://footballia.eu/matches/fc-internazionale-fc-barcelona,FC Internazionale,FC Barcelona,"['Júlio César', 'Zanetti', 'Lúcio', 'Motta', ""Eto'o"", 'Sneijder', 'Maicon', 'Cambiasso', 'Milito', 'Samuel', 'Pandev', 'Mourinho', 'Stanković', 'Chivu', 'Balotelli']","['Víctor Valdés', 'Daniel Alves', 'Piqué', 'Puyol', 'Xavi', 'Ibrahimović', 'Messi', 'Keita', 'Busquets', 'Pedro', 'Maxwell', 'Guardiola', 'Abidal']",3 : 1,"['Wesley Sneijder', 'Maicon Douglas Sisenando', 'Diego Alberto Milito']",['Pedro Rodríguez Ledesma']
https://footballia.eu/matches/fc-barcelona-xerez-cd-liga-1-division,FC Barcelona,Xerez CD,"['Víctor Valdés', 'Márquez', 'Puyol', 'Xavi', 'Ibrahimović', 'Henry', 'Keita', 'Maxwell', 'Jeffrén', 'Chygrynskyi', 'Touré', 'Guardiola', 'Piqué', 'Messi', 'Bojan']","['Renan', 'Gioda', 'Francis', 'M. Bermejo', 'V. Sánchez', 'Orellana', 'Armenteros', 'David Prieto', 'Casado', 'Aythami', 'Keita', 'Gorosito', 'Moreno', 'C. Calvo', 'Alustiza']",3 : 1,"['Jeffrén Suárez Bermúdez', 'Thierry Daniel Henry', 'Zlatan Ibrahimović']",['Mario Bermejo Castanedo']
https://footballia.eu/matches/fc-barcelona-fc-internazionale-champions-league-2009-2010,FC Barcelona,FC Internazionale,"['Víctor Valdés', 'Daniel Alves', 'Piqué', 'Xavi', 'Ibrahimović', 'Messi', 'Keita', 'Busquets', 'Pedro', 'Milito', 'Touré', 'Guardiola', 'Bojan', 'Maxwell', 'Jeffrén']","['Júlio César', 'Zanetti', 'Lúcio', 'Motta', ""Eto'o"", 'Sneijder', 'Maicon', 'Cambiasso', 'Milito', 'Samuel', 'Chivu', 'Mourinho', 'Córdoba', 'Muntari', 'Mariga']",1 : 0,['Gerard Piqué Bernabéu'],[]
