Source,Target,Weight,Type
Araújo,Iñaki Peña,4,Undirected
Juan Carlos,Sergi,4,Undirected
Iniesta,Marlon,4,Undirected
Marlon,Umtiti,4,Undirected
A. Gomes,Marlon,4,Undirected
Digne,Marlon,4,Undirected
Marlon,Neymar,4,Undirected
Pellegrino,Ćirić,4,Undirected
Abel Ruiz,Arthur,4,Undirected
J. dos Santos,Riverola,4,Undirected
Dest,Emerson,4,Undirected
Emerson,Griezmann,4,Undirected
Emerson,Jordi Alba,4,Undirected
Pinto,Riverola,4,Undirected
Emerson,Koeman,4,Undirected
Bakero,Lopetegi,4,Undirected
Amor,Pablo Alfaro,4,Undirected
Begiristain,Pablo Alfaro,4,Undirected
Cruijff,Pablo Alfaro,4,Undirected
Blanc,Celades,4,Undirected
Depay,Neto,4,Undirected
J. dos Santos,Jordi Alba,4,Undirected
Roura,Song,4,Undirected
A. Gomes,Arnaiz,4,Undirected
Aleix Vidal,Marlon,4,Undirected
Murillo,Vidal,4,Undirected
Aleñá,Murillo,4,Undirected
Cillessen,Murillo,4,Undirected
Dembélé,Murillo,4,Undirected
Arnau,Serra Ferrer,4,Undirected
De la Peña,Gabri,4,Undirected
Arnau,Petit,4,Undirected
Begiristain,Vučević,4,Undirected
Cruijff,Vučević,4,Undirected
Eusebio,Vučević,4,Undirected
Carles Pérez,Wagué,4,Undirected
Lenglet,Wagué,4,Undirected
Piqué,Wagué,4,Undirected
Nadal,Pablo Alfaro,4,Undirected
Pablo Alfaro,Stoichkov,4,Undirected
Braithwaite,Nico,4,Undirected
Busquets,Emerson,4,Undirected
Depay,Emerson,4,Undirected
Dani,Geovanni,4,Undirected
Dani,Rochemback,4,Undirected
Geovanni,Reina,4,Undirected
Coco,Reina,4,Undirected
Dutruel,Rexach,4,Undirected
Abelardo,José Mari,4,Undirected
Angoy,Hagi,4,Undirected
Aleñá,Pjanić,4,Undirected
Ferrer,Korneev,4,Undirected
Cillessen,Mina,4,Undirected
J. Cuenca,Miranda,4,Undirected
Deulofeu,Vermaelen,4,Undirected
Amunike,Hesp,4,Undirected
Arnaiz,Rakitić,4,Undirected
Arnaiz,S. Roberto,4,Undirected
Iván Iglesias,Korneev,4,Undirected
Aleñá,Mingueza,4,Undirected
Aleñá,Pedri,4,Undirected
Aleñá,Braithwaite,4,Undirected
Motta,Sorín,4,Undirected
Reiziger,Sergio García,4,Undirected
Depay,Griezmann,4,Undirected
Nico,Raphinha,4,Undirected
Amor,Rexach,4,Undirected
Bakero,Rexach,4,Undirected
V. Vázquez,Víctor Valdés,4,Undirected
Eto'o,V. Vázquez,4,Undirected
Arnaiz,Cillessen,4,Undirected
J. Cuenca,N. Semedo,4,Undirected
Collado,Nico,4,Undirected
Braithwaite,Emerson,4,Undirected
Dugarry,Roger,4,Undirected
Dugarry,F. Couto,4,Undirected
Anderson,Stoichkov,4,Undirected
Overmars,Rüştü,4,Undirected
Carles Pérez,Miranda,4,Undirected
Amunike,Van Gaal,4,Undirected
Abel Ruiz,Umtiti,4,Undirected
Gabri,Santamaría,4,Undirected
Gumbau,Jordi Alba,4,Undirected
Iniesta,Óscar López,4,Undirected
A. Sánchez,Afellay,4,Undirected
Luis García,Rüştü,4,Undirected
Puyol,Rüştü,4,Undirected
Rüştü,Xavi,4,Undirected
Santamaría,Xavi,4,Undirected
Soler,Witschge,4,Undirected
Cámara,Luis Enrique,4,Undirected
Cámara,Munir,4,Undirected
Cámara,Samper,4,Undirected
Busquets,Muniesa,4,Undirected
Ferrer,Vučević,4,Undirected
Nadal,Vučević,4,Undirected
Gumbau,Mathieu,4,Undirected
Damià,Messi,4,Undirected
Iniesta,Rubén,4,Undirected
Eto'o,Rubén,4,Undirected
Edmílson,F. Navarro,4,Undirected
Jutglà,Riqui Puig,4,Undirected
Jutglà,Álvaro Sanz,4,Undirected
Luis Enrique,Santamaría,4,Undirected
M. Crosas,Messi,4,Undirected
Ferrer,Pinilla,4,Undirected
Carles Pérez,Cillessen,4,Undirected
Bellerín,Jordi Alba,4,Undirected
Bellerín,De Jong,4,Undirected
Alarcón,Gavi,4,Undirected
Bellerín,Pedri,4,Undirected
Alarcón,M. Alonso,4,Undirected
Abel Ruiz,Carles Pérez,4,Undirected
Abel Ruiz,Aleñá,4,Undirected
Coco,Sergi,4,Undirected
Rafinha,Samper,4,Undirected
Christanval,Van Gaal,4,Undirected
Mina,S. Roberto,4,Undirected
Alfonso,Saviola,4,Undirected
Chygrynskyi,Jeffrén,4,Undirected
Bellerín,Ter Stegen,4,Undirected
Bellerín,Èric García,4,Undirected
Bellerín,Koundé,4,Undirected
Koeman,López Rekarte,4,Undirected
Cuenca,Montoya,4,Undirected
Alarcón,Ansu Fati,4,Undirected
M. Crosas,Víctor Valdés,4,Undirected
Damià,Sylvinho,4,Undirected
Deulofeu,Pedro,4,Undirected
Collado,Dest,4,Undirected
Rafinha,Villa,4,Undirected
Amunike,Reiziger,4,Undirected
G. dos Santos,Pinto,4,Undirected
Aubameyang,Lewandowski,4,Undirected
Pinilla,Soler,4,Undirected
Rijkaard,Santamaría,4,Undirected
Adriano,Masip,4,Undirected
Douglas,Iniesta,4,Undirected
Douglas,Rakitić,4,Undirected
Douglas,Rafinha,4,Undirected
Oleguer,Rubén,4,Undirected
Puyol,Rubén,4,Undirected
Rijkaard,Rubén,4,Undirected
Rubén,Xavi,4,Undirected
Soler,Urbano,4,Undirected
Bakero,Urbano,4,Undirected
Ferrer,Urbano,4,Undirected
Goikoetxea,Urbano,4,Undirected
Amor,Pinilla,4,Undirected
Rubén,Van Bronckhorst,4,Undirected
Álvaro Sanz,Èric García,4,Undirected
Mika Mármol,Xavi,4,Undirected
Iván Iglesias,Lopetegi,4,Undirected
Alarcón,Busquets,4,Undirected
D. Suárez,J. Cuenca,4,Undirected
Gabri,Rüştü,4,Undirected
Rüştü,Van Bronckhorst,4,Undirected
Korneev,Sergi,4,Undirected
A. Sánchez,Maxwell,4,Undirected
Laudrup,Urbano,4,Undirected
Bellerín,Pablo Torre,4,Undirected
Alarcón,Èric García,4,Undirected
Alarcón,De Jong,4,Undirected
José Mari,Koeman,4,Undirected
G. dos Santos,M. Crosas,4,Undirected
Koeman,Urbano,4,Undirected
Balde,Collado,4,Undirected
Balde,Demir,4,Undirected
Aleix Vidal,Mina,3,Undirected
A. Gomes,J. Cuenca,3,Undirected
Bellerín,Depay,3,Undirected
Bellerín,Piqué,3,Undirected
Jorquera,M. Crosas,3,Undirected
Abel Ruiz,J. Cuenca,3,Undirected
Abel Ruiz,Dembélé,3,Undirected
Aleñá,J. Cuenca,3,Undirected
Alcácer,Miranda,3,Undirected
Carles Pérez,Palencia,3,Undirected
Aleix Vidal,J. Cuenca,3,Undirected
Amor,Álex,3,Undirected
Amunike,Celades,3,Undirected
Amunike,Cuéllar,3,Undirected
Eusebio,Álex,3,Undirected
Herrera,López Rekarte,3,Undirected
J. Cuenca,Palencia,3,Undirected
Cucurella,S. Roberto,3,Undirected
Cucurella,Valverde,3,Undirected
Miranda,Palencia,3,Undirected
Ros,Xavi,3,Undirected
Santamaría,Víctor Valdés,3,Undirected
Collado,Depay,3,Undirected
Balde,Koeman,3,Undirected
Lopetegi,Sánchez Jara,3,Undirected
A. Sánchez,Fontàs,3,Undirected
Koeman,Korneev,3,Undirected
Hagi,Romário,3,Undirected
Rafinha,Tello,3,Undirected
José Mari,Nadal,3,Undirected
Muniesa,Xavi,3,Undirected
Reiziger,Óscar López,3,Undirected
Overmars,Óscar López,3,Undirected
Gabri,Óscar López,3,Undirected
Pinto,Rijkaard,3,Undirected
Pinto,Thuram,3,Undirected
Arnaiz,Busquets,3,Undirected
Arnaiz,Piqué,3,Undirected
Abidal,V. Vázquez,3,Undirected
M. Crosas,V. Sánchez,3,Undirected
J. Cuenca,S. Roberto,3,Undirected
Palencia,Valverde,3,Undirected
Mina,Vermaelen,3,Undirected
Lewandowski,Nico,3,Undirected
Pinilla,Stoichkov,3,Undirected
Dest,Lewandowski,3,Undirected
Arnaiz,Digne,3,Undirected
Arnaiz,Mascherano,3,Undirected
Arnaiz,D. Suárez,3,Undirected
J. dos Santos,Rafinha,3,Undirected
Pinto,Rafinha,3,Undirected
Márquez,Ros,3,Undirected
Márquez,Santamaría,3,Undirected
Iniesta,Muniesa,3,Undirected
Rijkaard,Ros,3,Undirected
Fàbregas,Rafinha,3,Undirected
Deulofeu,Xavi,3,Undirected
Bartra,Cuenca,3,Undirected
Herrera,Álex,3,Undirected
López Rekarte,Álex,3,Undirected
Cucurella,N. Semedo,3,Undirected
Amunike,Anderson,3,Undirected
Amunike,Dugarry,3,Undirected
Herrera,Laudrup,3,Undirected
Herrera,Serna,3,Undirected
Zubizarreta,Álex,3,Undirected
Begiristain,Herrera,3,Undirected
Puyol,V. Vázquez,3,Undirected
Bakero,Herrera,3,Undirected
Begiristain,Rexach,3,Undirected
Eusebio,Rexach,3,Undirected
Goikoetxea,Herrera,3,Undirected
Busquets,Ćirić,3,Undirected
Figo,Mario Rosas,3,Undirected
Hesp,Mario Rosas,3,Undirected
Cillessen,Cucurella,3,Undirected
V. Vázquez,Xavi,3,Undirected
Andersson,Óscar López,3,Undirected
Deulofeu,Rafinha,3,Undirected
Rüştü,Saviola,3,Undirected
Kluivert,Rüştü,3,Undirected
Luis Enrique,Rüştü,3,Undirected
Abidal,Deulofeu,3,Undirected
Adriano,Muniesa,3,Undirected
Demir,Neto,3,Undirected
Cuenca,Deulofeu,3,Undirected
Cuenca,Muniesa,3,Undirected
Deulofeu,Guardiola,3,Undirected
Puyol,Santamaría,3,Undirected
Luis Enrique,Sergio García,3,Undirected
Rivaldo,Vítor Baía,3,Undirected
Van Gaal,Vítor Baía,3,Undirected
Dugarry,Pizzi,3,Undirected
Busquets,Hesp,3,Undirected
Busquets,Reiziger,3,Undirected
Busquets,Rivaldo,3,Undirected
Busquets,Van Gaal,3,Undirected
Abraham,Eto'o,3,Undirected
Abraham,Guardiola,3,Undirected
Christensen,Nico,3,Undirected
Bakero,F. Couto,3,Undirected
Abraham,Bojan,3,Undirected
Abraham,Cáceres,3,Undirected
Abel Ruiz,Collado,3,Undirected
Blanc,Prosinečki,3,Undirected
Abraham,Guðjohnsen,3,Undirected
Abraham,Keita,3,Undirected
Bogarde,F. Couto,3,Undirected
Aleñá,Deulofeu,3,Undirected
Cillessen,Deulofeu,3,Undirected
Rexach,Serna,3,Undirected
Rexach,Stoichkov,3,Undirected
Abel Ruiz,Marlon,3,Undirected
Abel Ruiz,Munir,3,Undirected
Guardiola,Soler,3,Undirected
Casadó,Dembélé,3,Undirected
De la Fuente,Junior,3,Undirected
De la Fuente,Koeman,3,Undirected
De la Fuente,Lenglet,3,Undirected
De la Fuente,Mingueza,3,Undirected
Braithwaite,De la Fuente,3,Undirected
De la Fuente,Pjanić,3,Undirected
De la Fuente,Riqui Puig,3,Undirected
De la Fuente,Trincão,3,Undirected
De la Fuente,Griezmann,3,Undirected
Quaresma,Óscar López,3,Undirected
L. Cembranos,Stoichkov,3,Undirected
Márquez,Rüştü,3,Undirected
Reiziger,Rüştü,3,Undirected
Quaresma,Sergio García,3,Undirected
Casadó,Jordi Alba,3,Undirected
Casadó,Raphinha,3,Undirected
Casadó,Gavi,3,Undirected
Mario Rosas,Reiziger,3,Undirected
Mario Rosas,Roger,3,Undirected
N. Semedo,Neymar,3,Undirected
Neymar,Valverde,3,Undirected
Arthur,J. Cuenca,3,Undirected
Arthur,Marlon,3,Undirected
Carles Pérez,Monchu,3,Undirected
Nadal,Xavi,3,Undirected
Arda,N. Semedo,3,Undirected
Arda,Valverde,3,Undirected
Espinosa,Villa,3,Undirected
Rafinha,Vilanova,3,Undirected
Andersson,Luis García,3,Undirected
Andersson,Quaresma,3,Undirected
Andersson,Rüştü,3,Undirected
Iniesta,Riverola,3,Undirected
Andersson,Iniesta,3,Undirected
Jordi Cruijff,José Mari,3,Undirected
Angoy,Guardiola,3,Undirected
Angoy,Jordi Cruijff,3,Undirected
Busquets,Córcoles,3,Undirected
Abraham,Pedro,3,Undirected
Córcoles,Eto'o,3,Undirected
Córcoles,Guardiola,3,Undirected
Córcoles,Guðjohnsen,3,Undirected
Córcoles,Henry,3,Undirected
Córcoles,Jeffrén,3,Undirected
Córcoles,Keita,3,Undirected
Abde,Raphinha,3,Undirected
Abde,S. Roberto,3,Undirected
Pablo Torre,Pjanić,3,Undirected
Pjanić,Xavi,3,Undirected
Córcoles,Márquez,3,Undirected
Córcoles,Pedro,3,Undirected
Collado,Monchu,3,Undirected
Rexach,Zubizarreta,3,Undirected
Abde,Christensen,3,Undirected
Kluivert,Nadal,3,Undirected
Nadal,Pellegrino,3,Undirected
Okunowo,Ćirić,3,Undirected
Julio Alberto,Serna,3,Undirected
Julio Alberto,Zubizarreta,3,Undirected
Bakero,Julio Alberto,3,Undirected
Jorquera,Rodri,3,Undirected
Rodri,Van Bommel,3,Undirected
Ezquerro,Rodri,3,Undirected
Nico,Pablo Torre,3,Undirected
Goikoetxea,Julio Alberto,3,Undirected
Julio Alberto,Koeman,3,Undirected
Julio Alberto,Laudrup,3,Undirected
Bojan,Córcoles,3,Undirected
Motta,Rodri,3,Undirected
Gabri,Rodri,3,Undirected
Balliu,Pedro,3,Undirected
Busquets,Espinosa,3,Undirected
Riverola,Villa,3,Undirected
Pedro,Riverola,3,Undirected
Espinosa,J. dos Santos,3,Undirected
Espinosa,Pedro,3,Undirected
Balliu,Espinosa,3,Undirected
J. Cuenca,Lenglet,3,Undirected
Abraham,Pinto,3,Undirected
Abraham,Piqué,3,Undirected
Abraham,Touré,3,Undirected
J. Cuenca,Malcom,3,Undirected
J. Cuenca,Munir,3,Undirected
Prosinečki,Ronaldo,3,Undirected
Prosinečki,Stoichkov,3,Undirected
Bogarde,Pellegrino,3,Undirected
F. de Boer,Nadal,3,Undirected
Marlon,Piqué,3,Undirected
Córcoles,V. Vázquez,3,Undirected
Daniel Alves,V. Vázquez,3,Undirected
Córcoles,Pinto,3,Undirected
Córcoles,Piqué,3,Undirected
M. Crosas,V. Vázquez,3,Undirected
Begiristain,Julio Alberto,3,Undirected
Cruijff,Julio Alberto,3,Undirected
Eusebio,Julio Alberto,3,Undirected
Ferrer,Julio Alberto,3,Undirected
Jorquera,Víctor Valdés,3,Undirected
Gabri,M. López,3,Undirected
Córcoles,Touré,3,Undirected
Malcom,Marlon,3,Undirected
Arnau,Celades,3,Undirected
Arnau,Hesp,3,Undirected
Neto,Nico,3,Undirected
Braithwaite,Èric García,3,Undirected
Keita,Riverola,3,Undirected
Begiristain,Sánchez Jara,3,Undirected
Eskurza,Eusebio,3,Undirected
Emerson,Neto,3,Undirected
Emerson,Nico,3,Undirected
Emerson,Piqué,3,Undirected
Maxwell,Riverola,3,Undirected
Deulofeu,Tello,3,Undirected
Begiristain,Lopetegi,3,Undirected
Malcom,Monchu,3,Undirected
Marlon,Miranda,3,Undirected
Lenglet,Marlon,3,Undirected
Márquez,V. Vázquez,3,Undirected
M. Crosas,Pinto,3,Undirected
M. López,Messi,3,Undirected
Henry,V. Vázquez,3,Undirected
Hleb,M. Crosas,3,Undirected
Albertini,Van Bronckhorst,3,Undirected
Albertini,Gerard,3,Undirected
Kessié,Pjanić,3,Undirected
Collado,Iñaki Peña,3,Undirected
Collado,Kessié,3,Undirected
Collado,Pablo Torre,3,Undirected
Collado,Xavi,3,Undirected
Ronaldinho,Rubén,3,Undirected
Rodri,Ronaldinho,3,Undirected
Iñaki Peña,Pjanić,3,Undirected
Braithwaite,Gavi,3,Undirected
Jordi Cruijff,Moreno,3,Undirected
Celades,Lopetegi,3,Undirected
Carmona,Keita,3,Undirected
Estebaranz,Juan Carlos,3,Undirected
Carmona,Thiago,3,Undirected
Carmona,Villa,3,Undirected
Jorquera,Luis García,3,Undirected
De Jong,Emerson,3,Undirected
Griezmann,Nico,3,Undirected
Eskurza,Lopetegi,3,Undirected
Marlon,Rafinha,3,Undirected
Marlon,Riqui Puig,3,Undirected
Bogarde,Mario Rosas,3,Undirected
F. de Boer,Mario Rosas,3,Undirected
Nano,Van Gaal,3,Undirected
Nano,Zenden,3,Undirected
Kluivert,Mario Rosas,3,Undirected
Arnau,Mario Rosas,3,Undirected
Bravo,Umtiti,3,Undirected
Nano,Reiziger,3,Undirected
Mario Rosas,Simão,3,Undirected
Nano,R. de Boer,3,Undirected
Balliu,Guardiola,3,Undirected
Balliu,Iniesta,3,Undirected
Carmona,Pinto,3,Undirected
Carmona,Riverola,3,Undirected
Adriano,Dongou,3,Undirected
Balliu,Keita,3,Undirected
Balliu,Pinto,3,Undirected
Balliu,Riverola,3,Undirected
Balliu,Carmona,3,Undirected
Balliu,Cuenca,3,Undirected
Balliu,Fontàs,3,Undirected
Carmona,J. dos Santos,3,Undirected
Balliu,Thiago,3,Undirected
Busquets,Carmona,3,Undirected
Busquets,Riverola,3,Undirected
Afellay,Cuenca,3,Undirected
Carmona,Cuenca,3,Undirected
Carmona,Fontàs,3,Undirected
Carmona,Guardiola,3,Undirected
Carmona,Iniesta,3,Undirected
Monchu,Rafinha,3,Undirected
Cocu,Nano,3,Undirected
A. Gomes,Munir,3,Undirected
Pinto,V. Sánchez,3,Undirected
V. Sánchez,V. Vázquez,3,Undirected
Jeffrén,V. Sánchez,3,Undirected
Casadó,Ter Stegen,3,Undirected
Monchu,Valverde,3,Undirected
Casadó,Nico,3,Undirected
Armando,Iniesta,3,Undirected
Armando,J. dos Santos,3,Undirected
Armando,Balliu,3,Undirected
Armando,Pinto,3,Undirected
Armando,Riverola,3,Undirected
Armando,Thiago,3,Undirected
Armando,Villa,3,Undirected
Armando,Cuenca,3,Undirected
Armando,Fontàs,3,Undirected
Armando,Guardiola,3,Undirected
Armando,Keita,3,Undirected
Lopetegi,Òscar,3,Undirected
Moreno,T. Velamazán,3,Undirected
Kodro,Lopetegi,3,Undirected
Monchu,Riqui Puig,3,Undirected
Mario Rosas,R. de Boer,3,Undirected
Gabri,Mario Rosas,3,Undirected
Chumi,Riqui Puig,3,Undirected
Bakero,Ronaldo,3,Undirected
D. Suárez,Masip,3,Undirected
Cámara,Suárez,3,Undirected
Chumi,Munir,3,Undirected
Aubameyang,Casadó,3,Undirected
Aubameyang,Collado,3,Undirected
Abde,Pjanić,3,Undirected
Abde,Casadó,3,Undirected
Abde,Collado,3,Undirected
Marlon,Samper,3,Undirected
Messi,Rodri,3,Undirected
Casadó,Collado,3,Undirected
Casadó,Dest,3,Undirected
Aubameyang,Pjanić,3,Undirected
Balde,Pjanić,3,Undirected
Miranda,Ter Stegen,3,Undirected
Sylvinho,V. Vázquez,3,Undirected
Coutinho,Miranda,3,Undirected
Jordi Cruijff,Òscar,3,Undirected
Junior,Todibo,3,Undirected
Abidal,Balliu,3,Undirected
Abidal,Carmona,3,Undirected
Agüero,Nico,3,Undirected
Agüero,Ansu Fati,3,Undirected
Antić,Dani,3,Undirected
Bonano,Sorín,3,Undirected
Dani,Sorín,3,Undirected
Dongou,Fàbregas,3,Undirected
Dongou,Jordi Alba,3,Undirected
Dongou,Mascherano,3,Undirected
Abidal,Armando,3,Undirected
Armando,Busquets,3,Undirected
Armando,Carmona,3,Undirected
Abidal,Riverola,3,Undirected
Sorín,Xavi,3,Undirected
Ansu Fati,Mika Mármol,3,Undirected
Aubameyang,Mika Mármol,3,Undirected
De Jong,Mika Mármol,3,Undirected
Adama,Riqui Puig,3,Undirected
A. Tenas,De Jong,3,Undirected
Mika Mármol,Ter Stegen,3,Undirected
Riqui Puig,Vermaelen,3,Undirected
Chumi,D. Suárez,3,Undirected
Miranda,Umtiti,3,Undirected
Miranda,Vermaelen,3,Undirected
Miranda,Vidal,3,Undirected
Arda,Marlon,3,Undirected
Arda,Masip,3,Undirected
Aleix Vidal,Masip,3,Undirected
Cámara,S. Roberto,3,Undirected
Aleix Vidal,Cámara,3,Undirected
Cámara,Mathieu,3,Undirected
Coutinho,Murillo,3,Undirected
Aleñá,Marlon,3,Undirected
Neto,Wagué,3,Undirected
J. dos Santos,Martino,3,Undirected
F. de Boer,Iniesta,3,Undirected
Iniesta,Mendieta,3,Undirected
Bakero,Vučević,3,Undirected
Begiristain,Òscar,3,Undirected
Angoy,Kodro,3,Undirected
Balde,Sergi,3,Undirected
Koeman,Vučević,3,Undirected
Koeman,Òscar,3,Undirected
Laudrup,Òscar,3,Undirected
Zubizarreta,Òscar,3,Undirected
Lopetegi,Roger,3,Undirected
Angoy,Carreras,3,Undirected
Messi,Nolito,3,Undirected
Abidal,Nolito,3,Undirected
Maxwell,S. Roberto,3,Undirected
Cristóbal,Serna,3,Undirected
Jutglà,Pedri,3,Undirected
Boateng,Cillessen,3,Undirected
Arthur,Murillo,3,Undirected
Arthur,Boateng,3,Undirected
Adama,Ansu Fati,3,Undirected
De la Peña,Puyol,3,Undirected
De la Peña,Xavi,3,Undirected
Alfonso,Arnau,3,Undirected
Arnau,Overmars,3,Undirected
Boateng,Coutinho,3,Undirected
Boateng,Jordi Alba,3,Undirected
Araújo,Collado,3,Undirected
Neto,Ter Stegen,3,Undirected
Adama,Adriano,3,Undirected
Adama,Bartra,3,Undirected
Adama,Iniesta,3,Undirected
Mendieta,Oleguer,3,Undirected
Dani,Oleguer,3,Undirected
Dongou,Pinto,3,Undirected
Dongou,Piqué,3,Undirected
Dongou,Song,3,Undirected
Dongou,Xavi,3,Undirected
F. de Boer,Oleguer,3,Undirected
J. Salinas,Pablo Alfaro,3,Undirected
Juan Carlos,Pablo Alfaro,3,Undirected
Busquets,Witschge,3,Undirected
Bakero,Pablo Alfaro,3,Undirected
Gavi,Álvaro Sanz,3,Undirected
Deco,Rubén,3,Undirected
Eto'o,Rodri,3,Undirected
Deco,Rodri,3,Undirected
Cámara,Messi,3,Undirected
Kaptoum,Munir,3,Undirected
Kaptoum,Samper,3,Undirected
Kaptoum,Sandro,3,Undirected
Kaptoum,Vermaelen,3,Undirected
Koeman,Pablo Alfaro,3,Undirected
Cámara,Rakitić,3,Undirected
Cámara,Ter Stegen,3,Undirected
Keita,S. Roberto,3,Undirected
Milito,Nolito,3,Undirected
Nolito,Piqué,3,Undirected
Adriano,Nolito,3,Undirected
Daniel Alves,Nolito,3,Undirected
Gavi,Sergi,3,Undirected
Jordi Alba,Sergi,3,Undirected
Lenglet,Sergi,3,Undirected
Mingueza,Sergi,3,Undirected
Nico,Sergi,3,Undirected
Maxwell,Nolito,3,Undirected
Nolito,Pinto,3,Undirected
Sergi,Ter Stegen,3,Undirected
Sergi,Èric García,3,Undirected
Depay,Sergi,3,Undirected
Ter Stegen,Álvaro Sanz,3,Undirected
Vučević,Zubizarreta,3,Undirected
Fontàs,Muniesa,3,Undirected
Bartra,Kaptoum,3,Undirected
Gumbau,Messi,3,Undirected
Ferran,Jutglà,3,Undirected
Busquets,Álvaro Sanz,3,Undirected
Abde,Daniel Alves,3,Undirected
Adriano,Kaptoum,3,Undirected
Gumbau,Samper,3,Undirected
Kaptoum,Luis Enrique,3,Undirected
Cristian,Giuly,3,Undirected
Belletti,Rubén,3,Undirected
Montoya,Muniesa,3,Undirected
Boateng,Dembélé,3,Undirected
Cristian,Oleguer,3,Undirected
Cristian,Puyol,3,Undirected
Ferrer,Pablo Alfaro,3,Undirected
Pablo Alfaro,Zubizarreta,3,Undirected
Amor,Vučević,3,Undirected
Cristian,Iniesta,3,Undirected
Cristian,Márquez,3,Undirected
Guillem,Lenglet,3,Undirected
Ilias,Piqué,3,Undirected
Araújo,Ilias,3,Undirected
Guillem,Riqui Puig,3,Undirected
Sergio García,Van Bronckhorst,3,Undirected
Guillem,Neto,3,Undirected
Saviola,Sergio García,3,Undirected
Abel Ruiz,Busquets,3,Undirected
Goikoetxea,Vučević,3,Undirected
J. Salinas,Vučević,3,Undirected
Laudrup,Vučević,3,Undirected
Eusebio,Pablo Alfaro,3,Undirected
Boateng,Wagué,3,Undirected
Boateng,Murillo,3,Undirected
Boateng,Riqui Puig,3,Undirected
Boateng,Todibo,3,Undirected
Boateng,Umtiti,3,Undirected
Petit,Rexach,3,Undirected
Rexach,Simão,3,Undirected
Kluivert,Santamaría,3,Undirected
Cocu,Santamaría,3,Undirected
Gerard,Santamaría,3,Undirected
Douglas,Gumbau,3,Undirected
Montoya,Ter Stegen,3,Undirected
Douglas,Vermaelen,3,Undirected
Masip,Vermaelen,3,Undirected
Pedro,Vermaelen,3,Undirected
Neto,Xavi,3,Undirected
Riqui Puig,Álvaro Sanz,3,Undirected
Collado,Wagué,3,Undirected
Cristian,Rodri,3,Undirected
Cristian,Van Bronckhorst,3,Undirected
Nico,Álvaro Sanz,3,Undirected
J. dos Santos,Muniesa,3,Undirected
Maxwell,Montoya,3,Undirected
Messi,Muniesa,3,Undirected
Cristian,Rijkaard,3,Undirected
Ilias,Ter Stegen,3,Undirected
Gabri,Sergio García,3,Undirected
Dani,Enke,3,Undirected
Enke,Saviola,3,Undirected
Balde,Álvaro Sanz,3,Undirected
Balde,Daniel Alves,3,Undirected
J. dos Santos,Sergi Gómez,3,Undirected
Iniesta,Van Gaal,3,Undirected
Iniesta,Riquelme,3,Undirected
Murillo,Umtiti,3,Undirected
Murillo,Wagué,3,Undirected
Cillessen,Wagué,3,Undirected
Muniesa,Piqué,3,Undirected
Muniesa,Thiago,3,Undirected
Douglas,Ter Stegen,3,Undirected
Jordi Alba,Wagué,3,Undirected
Murillo,Riqui Puig,3,Undirected
Murillo,Todibo,3,Undirected
Verdú,Xavi,3,Undirected
Messi,Verdú,3,Undirected
Márquez,Rubén,3,Undirected
Márquez,Verdú,3,Undirected
Oleguer,Verdú,3,Undirected
Puyol,Verdú,3,Undirected
F. Navarro,Verdú,3,Undirected
Mingueza,Álvaro Sanz,3,Undirected
Belletti,Cristian,3,Undirected
Rijkaard,Verdú,3,Undirected
Van Bronckhorst,Verdú,3,Undirected
Abelardo,Geovanni,3,Undirected
Enke,F. Navarro,3,Undirected
Enke,F. de Boer,3,Undirected
Masip,Neymar,3,Undirected
Enke,Geovanni,3,Undirected
Enke,Gerard,3,Undirected
Enke,Mendieta,3,Undirected
Enke,Motta,3,Undirected
Enke,Reiziger,3,Undirected
S. Roberto,Wagué,3,Undirected
Busquets,Guillem,3,Undirected
Abel Ruiz,Piqué,3,Undirected
Messi,Wagué,3,Undirected
Enke,Van Gaal,3,Undirected
Geovanni,Riquelme,3,Undirected
Enke,Riquelme,3,Undirected
N. Semedo,Wagué,3,Undirected
Douglas,Masip,3,Undirected
Pedro,Samper,3,Undirected
Araújo,Álvaro Sanz,3,Undirected
Douglas,Neymar,3,Undirected
Alfonso,Bonano,3,Undirected
F. Navarro,Overmars,3,Undirected
Alfonso,Rochemback,3,Undirected
Alfonso,Coco,3,Undirected
F. Navarro,Rexach,3,Undirected
Montoya,Sandro,3,Undirected
Christanval,F. Navarro,3,Undirected
Daniel Alves,Mika Mármol,3,Undirected
Masip,Piqué,3,Undirected
Masip,Rakitić,3,Undirected
Daniel Alves,Neto,3,Undirected
Adriano,Sergi Gómez,3,Undirected
J. dos Santos,Milito,3,Undirected
Guardiola,J. Soriano,3,Undirected
